problem,problem_id,dsl,full_dsl,step,correct,output,id,task_id_mc_larc,description_output,ChatGPT Response1,ChatGPT Response2,ChatGPT Response3,ChatGPT Response4
79,50846271.json,"['vertical_line', 'pixel_color', 'pixel_color', 'vertical_line', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color']","['vertical_line(self.temp_state, [(5, 6), (1, 6)], 8)', 'pixel_color([(9, 13)], 8)', 'pixel_color([(8, 12)], 8)', 'vertical_line(self.temp_state, [(8, 13), (5, 13)], 8)', 'horizontal_line(self.temp_state, [(8, 13), (8, 16)], 8)', 'horizontal_line(self.temp_state, [(14, 2), (14, 5)], 8)', 'vertical_line(self.temp_state, [(14, 5), (11, 5)], 8)', 'vertical_line(self.temp_state, [(16, 13), (13, 13)], 8)', 'pixel_color([(17, 13)], 8)', 'pixel_color([(18, 13)], 8)']",10,TRUE,"[[0, 5, 0, 5, 0, 0, 5, 5, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 5, 5, 0], [0, 5, 0, 5, 5, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 5, 5], [0, 0, 0, 0, 5, 5, 8, 0, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0, 5, 5, 5], [0, 0, 5, 5, 0, 5, 8, 5, 0, 5, 0, 5, 0, 5, 0, 5, 5, 0, 5, 5, 5, 0], [0, 5, 0, 5, 2, 2, 8, 2, 2, 5, 0, 0, 5, 0, 5, 5, 5, 0, 0, 5, 5, 0], [0, 0, 0, 5, 0, 5, 2, 5, 5, 5, 0, 5, 0, 0, 0, 0, 5, 5, 5, 5, 0, 0], [5, 5, 0, 0, 5, 5, 2, 0, 5, 5, 0, 0, 0, 8, 0, 0, 0, 5, 5, 5, 5, 5], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 8, 0, 5, 0, 0, 5, 0, 5, 0], [5, 5, 5, 5, 5, 0, 0, 5, 5, 0, 5, 2, 8, 2, 8, 8, 0, 0, 5, 5, 5, 0], [0, 0, 0, 5, 5, 5, 0, 0, 5, 0, 0, 0, 5, 8, 0, 5, 5, 5, 0, 0, 0, 0], [0, 0, 0, 5, 5, 5, 0, 5, 0, 5, 0, 5, 5, 2, 5, 0, 5, 0, 0, 5, 5, 0], [0, 5, 5, 5, 0, 0, 0, 5, 5, 5, 5, 0, 0, 5, 0, 5, 5, 0, 0, 0, 5, 5], [5, 5, 0, 0, 5, 8, 5, 0, 0, 5, 5, 0, 5, 0, 5, 5, 0, 0, 5, 5, 0, 5], [0, 0, 5, 5, 5, 8, 5, 5, 5, 5, 0, 0, 5, 5, 5, 5, 5, 0, 0, 5, 0, 5], [5, 5, 0, 8, 8, 2, 2, 2, 5, 5, 5, 0, 5, 8, 5, 0, 5, 0, 0, 5, 5, 0], [5, 0, 0, 0, 5, 2, 5, 0, 5, 0, 5, 0, 5, 8, 5, 5, 0, 0, 0, 0, 5, 5], [5, 5, 5, 0, 0, 2, 0, 5, 5, 0, 0, 2, 2, 2, 2, 2, 5, 0, 5, 0, 5, 5], [5, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 8, 0, 5, 5, 5, 0, 5, 5, 0], [5, 5, 5, 5, 5, 0, 5, 0, 5, 5, 5, 5, 0, 8, 0, 0, 5, 5, 0, 5, 0, 5]]",50846271,117,"To make the output, you have to...fill in gray units in the area that have red units with red blocks to make crosses with vertical and horizontal units that make up each of the crosses.","To make the output, you have to...fill in red units in the area that have gray units with gray blocks to make vertical and horizontal units that make up each of the circles. ","To make the output, you have to...fill in only red units in the crosses with gray blocks to make vertical and horizontal units. ","To make the output, you have to...fill the area that have green units with brown blocks to make crosses with vertical and horizontal units that make up each of them.","To make the output, you have to...fill in yellow units in the area that have blue units with blue blocks to make triangles with vertical and horizontal units that make up each of the triangles."
80,508bd3b6.json,"['diagonal_line', 'diagonal_line', 'pixel_color', 'complete']","['diagonal_line(self.temp_state, [(5, 8), (1, 4)], 3)', 'diagonal_line(self.temp_state, [(4, 7), (11, 0)], 3)', 'pixel_color([(11, 0)], 3)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 8, 0, 0, 0, 0, 2, 2, 2, 2], [0, 0, 0, 0, 8, 0, 0, 0, 2, 2, 2, 2], [0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 2, 2], [0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2], [0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 2, 2], [0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 2, 2], [0, 0, 3, 0, 0, 0, 0, 0, 2, 2, 2, 2], [0, 3, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2], [3, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]]",508bd3b6,118,"To make the output, you have to...fill the pixels with green color diagonally progressing through the light blue pixels. When encountering the red portion, consider it as a mirror, and reflect the direction of the green pixel progression as if it were reflecting off the mirror.","To make the output, you have to...fill the pixels with green color diagonally progressing through the brown pixels. When encountering the yellow portion, consider it as a mirror, and reflect the direction of the green pixel progression as if it were reflecting off the mirror.","To make the output, you have to...fill the pixels with light blue color diagonally progressing through the green pixels. When encountering the red portion, consider it as a mirror, and reflect the direction of the light blue pixel progression as if it were reflecting off the mirror.","To make the output, you have to...fill the pixels with black color diagonally progressing through the light blue pixels. When encountering the red portion, consider it as a window, and let the black pixel progression pass through it.","To make the output, you have to...fill the pixels with green color vertically progressing through the light blue pixels. When encountering the red portion, consider it as a wall, and let the green pixel progression stop there."
81,50cb2852.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'horizontal_line', 'horizontal_line', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(7, 10), (13, 10)], 8)', 'vertical_line(self.temp_state, [(13, 11), (7, 11)], 8)', 'vertical_line(self.temp_state, [(10, 6), (5, 6)], 8)', 'vertical_line(self.temp_state, [(10, 5), (5, 5)], 8)', 'vertical_line(self.temp_state, [(10, 4), (5, 4)], 8)', 'vertical_line(self.temp_state, [(10, 3), (5, 3)], 8)', 'horizontal_line(self.temp_state, [(1, 1), (1, 5)], 8)', 'horizontal_line(self.temp_state, [(2, 1), (2, 5)], 8)', 'pixel_color([(2, 9)], 8)', 'complete(self.temp_state)']",10,TRUE,"[[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 8, 8, 8, 1, 0, 0, 1, 1, 1, 0, 0], [0, 1, 8, 8, 8, 1, 0, 0, 1, 8, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0], [0, 0, 2, 8, 8, 8, 8, 2, 0, 0, 0, 0, 0], [0, 0, 2, 8, 8, 8, 8, 2, 0, 3, 3, 3, 3], [0, 0, 2, 8, 8, 8, 8, 2, 0, 3, 8, 8, 3], [0, 0, 2, 8, 8, 8, 8, 2, 0, 3, 8, 8, 3], [0, 0, 2, 2, 2, 2, 2, 2, 0, 3, 8, 8, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 8, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 8, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3]]",50cb2852,119,"To make the output, you have to...fill the shapes in with light blue colors but leave the cubes on the edge the same color as the input grid.","To make the output, you have to...fill the shapes in with dark blue color but leave the cubes on the edge the same color as the input grid.","To make the output, you have to...color the shapes with light blue colors but paint the cubes on the edge the same color as the input grid.","To make the output, you have to...fill the shapes in with light blue colors and also paint the cubes on the edge the same color as the input grid.","To make the output, you have to...fill the shapes in with light blue colors but change the cubes on the edge to a different color from the input grid."
82,5168d44c.json,"['move_right', 'move_right', 'pixel_color', 'complete']","['move_right(self.temp_state, object1)', 'move_right(self.temp_state, object1)', 'pixel_color([(4, 8)], 3)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0], [3, 0, 3, 0, 3, 0, 3, 0, 3, 2, 3, 2, 3, 0, 3, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",5168d44c,121,"To make the output, you have to...move the red cube. If the green pixels are horizontally aligned, move the red cube so that it centers on the next green pixel to the right. If the green pixels are vertically aligned, move the red cube so that it centers on the next green pixel below.","To make the output, you have to...move the red square. If the blue pixels are horizontally aligned, move the red square so that it centers on the next blue pixel to the right. If the blue pixels are vertically aligned, move the red square so that it centers on the next blue pixel below.","To make the output, you have to...move the green sphere. If the red pixels are horizontally aligned, move the green sphere so that it centers on the next red pixel above. If the red pixels are vertically aligned, move the green sphere so that it centers on the next red pixel to the left.","To make the output, you have to...leave the red cube static. If the green pixels are horizontally aligned, leave the red cube so that it centers on the green pixel to the left. If the green pixels are vertically aligned, leave the red cube so that it centers on the green pixel above.","To make the output, you have to...move the blue cube. If the yellow pixels are horizontally aligned, move the blue cube so that it centers on the next yellow pixel below. If the yellow pixels are vertically aligned, move the blue cube so that it centers on the next yellow pixel to the right."
84,54d82841.json,"['pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(6, 2)], 4)', 'pixel_color([(6, 6)], 4)', 'pixel_color([(6, 9)], 4)', 'complete(self.temp_state)']",4,TRUE,"[[0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0], [0, 5, 0, 5, 0, 8, 8, 8, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 8, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 4, 0, 0, 0, 4, 0, 0, 4, 0]]",54d82841,125,"To make the output, you have to...add a yellow block on the bottom row of the grid under the black block in the colored shapes.","To make the output, you have to...add a blue block on the bottom row of the grid under the black block in the colored shapes.","To make the output, you have to...add a yellow block on the top row of the grid above the black block in the colored shapes.","To make the output, you have to...add a yellow block on the bottom row of the grid under the brown block in the colored shapes.","To make the output, you have to...remove a yellow block on the bottom row of the grid under the black block in the colored shapes."
87,5582e5ca.json,"['obj_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object1, 8)', 'pixel_color([(2, 2)], 8)', 'complete(self.temp_state)']",3,TRUE,"[[8, 8, 8], [8, 8, 8], [8, 8, 8]]",5582e5ca,128,"To make the output, you have to...determine which color is used the most in the input grid and make the entire grid that color.","To make the output, you have to...determine which color is used the least in the input grid and make the entire grid that color.","To make the output, you have to...draw a line with the color that is used the most in the input grid and make the rest of the grid black.","To make the output, you have to...determine which color is used the most in the input grid and remove all pixels of that color.","To make the output, you have to...randomly color the entire grid with the color that is used the most in the input grid."
88,56dc2b01.json,"['move_left', 'move_left', 'move_left', 'move_left', 'move_left', 'move_left', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'vertical_line(self.temp_state, [(0, 8), (3, 8)], 8)', 'pixel_color([(0, 8)], 8)', 'pixel_color([(3, 8)], 8)', 'complete(self.temp_state)']",10,TRUE,"[[0, 0, 0, 0, 2, 0, 3, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 3, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 3, 3, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 3, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",56dc2b01,130,"To make the output, you have to...move the green pattern until it touches the red line. Then, confine the green pattern with a light blue line parallel to the red line.","To make the output, you have to...move the blue pattern until it touches the green line. Then, wrap the green pattern with a red line parallel to the green line.","To make the output, you have to...move the green pattern until it touches the blue line. Then, confine the green pattern with a yellow line perpendicular to the blue line.","To make the output, you have to...move the red pattern until it touches the blue line. Then, confine the red pattern with a light blue line perpendicular to the green line.","To make the output, you have to...move the green pattern until it touches the yellow line. Then, surround the green pattern with a pink line perpendicular to the yellow line."
89,56ff96f3.json,"['horizontal_line', 'pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(0, 0), (0, 3)], 8)', 'pixel_color([(1, 0)], 8)', 'pixel_color([(1, 1)], 8)', 'horizontal_line(self.temp_state, [(4, 0), (4, 6)], 6)', 'horizontal_line(self.temp_state, [(5, 0), (5, 6)], 6)', 'horizontal_line(self.temp_state, [(6, 0), (6, 6)], 6)', 'horizontal_line(self.temp_state, [(7, 0), (7, 6)], 6)', 'complete(self.temp_state)']",8,TRUE,"[[8, 8, 8, 0, 0, 0, 0, 0], [8, 8, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 6, 6, 6, 6, 0, 0], [0, 6, 6, 6, 6, 6, 0, 0], [0, 6, 6, 6, 6, 6, 0, 0], [0, 6, 6, 6, 6, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",56ff96f3,131,"To make the output, you have to...take the colored as the starting and end point of the rectangle or square assume that the grid make rectangle or square.","To make the output, you have to...take the empty as the starting and end point of the rectangle or square assume that the grid make rectangle or square.","To make the output, you have to...take the colored as the midpoint and corners of a polygon assume that the grid makes a trapezoid.","To make the output, you have to...take the colored as the start and end point of an ellipse assume that the grid makes a circle.","To make the output, you have to...take the colored as the starting and end point of the rectangle or hexagon assume that the grid make pentagon."
91,5c0a986e.json,"['diagonal_line', 'pixel_color', 'diagonal_line', 'pixel_color', 'complete']","['diagonal_line(self.temp_state, [(3, 6), (0, 3)], 1)', 'pixel_color([(0, 3)], 1)', 'diagonal_line(self.temp_state, [(6, 3), (9, 6)], 2)', 'pixel_color([(9, 6)], 2)', 'complete(self.temp_state)']",5,TRUE,"[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 2, 2, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2, 0, 0, 0]]",5c0a986e,135,"To make the output, you have to...create a single line of boxes matching the color of the 2x2 box. Begin with the top left corner of the blue and the bottom right of the red and go out to the edge of the grid.","To make the output, you have to...create a double line of boxes matching the color of the 2x2 box. Begin with the top left corner of the green and the bottom right of the brown and go out to the edge of the grid.","To make the output, you have to...create a single line of triangles matching the color of the 2x2 box. Begin with the top left corner of the yellow and the bottom right of the pink and go out to the edge of the grid.","To make the output, you have to...create a single line of boxes matching the color of the 3x3 box. Begin with the bottom left corner of the red and the top right of the blue and go out to the edge of the grid.","To make the output, you have to...create a double line of spheres matching the color of the 2x2 box. Begin with the top left corner of the blue and the bottom right of the red and go out to the edge of the grid."
93,60b61512.json,"['horizontal_line', 'diagonal_line', 'pixel_color', 'horizontal_line', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(1, 1), (1, 4)], 7)', 'diagonal_line(self.temp_state, [(1, 5), (4, 2)], 7)', 'pixel_color([(3, 4)], 7)', 'horizontal_line(self.temp_state, [(6, 5), (6, 8)], 7)', 'pixel_color([(8, 7)], 7)', 'pixel_color([(8, 5)], 7)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 7, 7, 4, 0, 0, 0, 0], [0, 0, 4, 4, 7, 0, 0, 0, 0], [0, 0, 4, 7, 7, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 4, 7, 7, 0], [0, 0, 0, 0, 0, 4, 4, 4, 0], [0, 0, 0, 0, 0, 7, 4, 7, 0]]",60b61512,138,"To make the output, you have to...fill in the incomplete 3x3 square, consisting of yellow pixels, with orange pixels.","To make the output, you have to...fill in the complete 3x3 square, consisting of green pixels, with pink pixels.","To make the output, you have to...fill in the incomplete 4x4 square, consisting of black pixels, with blue pixels.","To make the output, you have to...fill in the complete 2x2 square, consisting of brown pixels, with red pixels.","To make the output, you have to...fill in the incomplete 5x5 square, consisting of light blue pixels, with gray pixels."
94,6150a2bd.json,"['rotate_right', 'rotate_right', 'complete']","['rotate_right_state(temp_state)', 'rotate_right_state(temp_state)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 4], [0, 8, 6], [5, 3, 6]]",6150a2bd,139,"To make the output, you have to...rotate the whole grid two times. Imagine that the entire grid has been flipped both horizontally and vertically. Once you picture it, you can create the output grid.","To make the output, you have to...rotate the entire map once. Think that the entire map has been flipped both horizontally and vertically. Once you visualize it, you can create the output map.","To make the output, you have to...move the whole grid two times. Imagine that the whole grid has moved both left and right. Once you picture it, you can construct the output grid.","To make the output, you have to...shuffle the whole grid twice. Imagine that the whole grid is scrambled both horizontally and vertically. Conceive it in your mind, then you can create the output grid.","To make the output, you have to...tile the whole grid two times. Assume the entire grid has been converted both horizontally and vertically. Once you picture it, you can establish the output grid."
95,623ea044.json,"['x_line', 'complete']","['X_line(self.temp_state, [(7, 12)], 6)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",623ea044,140,"To make the output, you have to...start at the colored square and add a same colored square to make a x shape for the whole square.","To make the output, you have to...start at the colored square and add a different colored square to make a x shape for the whole square.","To make the output, you have to...start at the colored square and remove a same colored square to make a x shape for the whole square.","To make the output, you have to...start at the colorful square and add a same colored square to make a x shape for the whole square.","To make the output, you have to...begin at the colored square and subtract a same colored square to make a x shape for the entire square."
96,63613498.json,"['obj_color', 'complete']","['obj_color(self.temp_state, object7, 5)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 0, 5, 0, 0, 0, 6, 0, 0], [2, 2, 2, 5, 0, 0, 0, 6, 6, 0], [0, 0, 2, 5, 0, 0, 0, 6, 0, 0], [5, 5, 5, 5, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 3, 3, 0, 0, 0], [8, 8, 8, 0, 0, 0, 0, 0, 4, 0], [8, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 5, 5, 5, 0, 4, 0], [0, 0, 0, 0, 0, 0, 5, 0, 0, 0]]",63613498,142,"To make the output, you have to...copy the input grid. Find any shapes outside of the border which are exactly the same shape and orientation as the shape inside of the grey border. Turn that shape grey. Do not change the colored shape inside the grey border or any shapes outside of the grey border which do not have the same orientation and shape as the one inside the border.","To make the output, you have to...duplicate the input grid. Discover any figures outside of the boundary which are exactly the same shape and position as the shape inside of the pink boundary. Make that shape pink. Do not adjust the colored shape inside the pink border or any figures outside of the pink boundary which do not have the same position and shape as the one inside the boundary.","To make the output, you have to...imitate the input grid. Identify any forms outside of the boundary which are slightly different shape and orientation as the shape within the green boundary. Color that shape green. Do not alternate the colored shape inside the green border or any forms outside of the green boundary which do not have the same orientation and figure as the one inside the border.","To make the output, you have to...replicate the input grid. Locate any designs outside of the edge which are exact same shape and direction as the shape inside of the brown edge. Modify that shape to brown. Do not interchange the colored shape inside the brown border or any designs outside of the brown edge which do not have the same direction and shape as the one inside the edge.","To make the output, you have to...clone the input grid. Pinpoint any motifs beyond the perimeter which are exactly the same pattern and alignment as the motif inside of the light blue perimeter. Change that motif to light blue. Do not transform the colored motif inside the light blue perimeter or any patterns beyond the light blue perimeter which do not have the same alignment and pattern as the one inside the perimeter."
