problem,problem_id,dsl,full_dsl,step,correct,output
148,952a094c.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'complete']","['pixel_color([(2, 1)], 2)', 'pixel_color([(8, 1)], 4)', 'pixel_color([(2, 8)], 8)', 'pixel_color([(8, 8)], 6)', 'horizontal_line(self.temp_state, [(4, 2), (4, 7)], 0)', 'horizontal_line(self.temp_state, [(6, 2), (6, 7)], 0)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 8, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 4, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
149,9565186b.json,"['obj_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object2, 5)', 'pixel_color([(2, 0)], 5)', 'pixel_color([(0, 0)], 5)', 'complete(self.temp_state)']",4,TRUE,"[[5, 3, 5], [3, 3, 5], [5, 3, 5]]"
152,98cf29f8.json,"['move_left', 'move_left', 'move_left', 'move_left', 'move_left', 'obj_color', 'complete']","['move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'move_left(self.temp_state, object2)', 'obj_color(self.temp_state, object1, 3)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
153,99fa7670.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(2, 2), (2, 7)], 7)', 'horizontal_line(self.temp_state, [(0, 3), (0, 7)], 8)', 'horizontal_line(self.temp_state, [(4, 5), (4, 7)], 2)', 'vertical_line(self.temp_state, [(3, 7), (6, 7)], 2)', 'vertical_line(self.temp_state, [(4, 7), (1, 7)], 7)', 'pixel_color([(0, 7)], 8)', 'pixel_color([(1, 7)], 8)', 'pixel_color([(6, 7)], 2)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 8, 8, 8, 8, 8], [0, 0, 0, 0, 0, 0, 0, 8], [0, 0, 7, 7, 7, 7, 7, 7], [0, 0, 0, 0, 0, 0, 0, 7], [0, 0, 0, 0, 0, 2, 2, 2], [0, 0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 0, 2]]"
155,9dfd6313.json,"['rotate_right', 'flip_horizontal', 'complete']","['rotate_right_state(temp_state)', 'horizontal_flip(temp_state)', 'complete(self.temp_state)']",3,TRUE,"[[5, 0, 3, 0, 2, 2], [0, 5, 3, 0, 0, 0], [0, 0, 5, 0, 8, 6], [0, 0, 0, 5, 8, 0], [0, 0, 0, 0, 5, 0], [0, 0, 0, 0, 0, 5]]"
157,a1570a43.json,"['move_right', 'complete']","['move_right(self.temp_state, object3)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 3, 0], [0, 2, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0, 0], [0, 2, 2, 2, 2, 2, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]"
158,a2fd1cf0.json,"['horizontal_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(2, 1), (2, 11)], 8)', 'vertical_line(self.temp_state, [(2, 10), (10, 10)], 8)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
159,a3df8b1e.json,"['x_line', 'x_line', 'x_line', 'complete']","['X_line(self.temp_state, [(9, 0)], 1)', 'X_line(self.temp_state, [(5, 4)], 1)', 'X_line(self.temp_state, [(1, 0)], 1)', 'complete(self.temp_state)']",4,TRUE,"[[0, 1, 0, 0, 0], [1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 1, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 0]]"
160,a48eeaf7.json,"['move_up', 'vertical_line', 'pixel_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['move_up(self.temp_state, object5)', 'vertical_line(self.temp_state, [(7, 4), (4, 4)], 5)', 'pixel_color([(5, 2)], 5)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'obj_color(self.temp_state, object4, 0)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 0, 5, 0, 0, 0, 0, 0], [0, 0, 2, 2, 5, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0, 0, 0, 0], [0, 0, 5, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
161,a5313dff.json,"['vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'complete']","['vertical_line(self.temp_state, [(7, 1), (3, 1)], 1)', 'vertical_line(self.temp_state, [(7, 3), (3, 3)], 1)', 'pixel_color([(4, 2)], 1)', 'pixel_color([(6, 2)], 1)', 'horizontal_line(self.temp_state, [(1, 2), (1, 6)], 1)', 'horizontal_line(self.temp_state, [(2, 2), (2, 6)], 1)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 2, 2, 2, 2, 2, 0, 0], [0, 0, 2, 1, 1, 1, 2, 0, 0], [0, 0, 2, 1, 1, 1, 2, 0, 0], [2, 2, 2, 2, 2, 2, 2, 0, 0], [2, 1, 1, 1, 2, 0, 0, 0, 0], [2, 1, 2, 1, 2, 0, 0, 0, 0], [2, 1, 1, 1, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0]]"
163,a61f2674.json,"['obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object1, 1)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object3, 0)', 'obj_color(self.temp_state, object4, 2)', 'complete(self.temp_state)']",5,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 2, 0, 0, 0, 0, 0, 1, 0]]"
165,a65b410d.json,"['horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'pixel_color', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(1, 6), (1, 0)], 3)', 'horizontal_line(self.temp_state, [(0, 7), (0, 0)], 3)', 'pixel_color([(1, 0)], 3)', 'pixel_color([(0, 0)], 3)', 'horizontal_line(self.temp_state, [(3, 4), (3, 0)], 1)', 'horizontal_line(self.temp_state, [(4, 3), (4, 0)], 1)', 'pixel_color([(5, 1)], 1)', 'vertical_line(self.temp_state, [(7, 0), (2, 0)], 1)', 'complete(self.temp_state)']",9,TRUE,"[[3, 3, 3, 3, 3, 3, 3, 0, 0], [3, 3, 3, 3, 3, 3, 0, 0, 0], [2, 2, 2, 2, 2, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]"
166,a699fb00.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(7, 4)], 2)', 'pixel_color([(5, 6)], 2)', 'pixel_color([(4, 2)], 2)', 'pixel_color([(2, 3)], 2)', 'pixel_color([(2, 7)], 2)', 'pixel_color([(0, 2)], 2)', 'pixel_color([(2, 5)], 2)', 'complete(self.temp_state)']",8,TRUE,"[[0, 1, 2, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 2, 1, 2, 1, 2, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 2, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 2, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 2, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
167,a78176bb.json,"['obj_color', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color']","['obj_color(self.temp_state, object1, 0)', 'diagonal_line(self.temp_state, [(0, 5), (4, 9)], 1)', 'diagonal_line(self.temp_state, [(0, 1), (8, 9)], 1)', 'diagonal_line(self.temp_state, [(9, 3), (6, 0)], 1)', 'pixel_color([(0, 1)], 1)', 'pixel_color([(0, 5)], 1)', 'pixel_color([(4, 9)], 1)', 'pixel_color([(8, 9)], 1)', 'pixel_color([(9, 3)], 1)', 'pixel_color([(6, 0)], 1)']",10,TRUE,"[[0, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
168,a79310a0.json,"['move_down', 'obj_color', 'complete']","['move_down(self.temp_state, object1)', 'obj_color(self.temp_state, object1, 2)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0], [0, 0, 2, 0, 0], [0, 2, 2, 0, 0], [0, 0, 2, 0, 0], [0, 0, 0, 0, 0]]"
169,a85d4709.json,"['obj_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object1, 3)', 'pixel_color([(0, 1)], 3)', 'pixel_color([(0, 0)], 3)', 'pixel_color([(1, 0)], 2)', 'pixel_color([(1, 1)], 2)', 'pixel_color([(1, 2)], 2)', 'pixel_color([(2, 0)], 4)', 'pixel_color([(2, 1)], 4)', 'pixel_color([(2, 2)], 4)', 'complete(self.temp_state)']",10,TRUE,"[[3, 3, 3], [2, 2, 2], [4, 4, 4]]"
171,a9f96cdd.json,"['pixel_color', 'pixel_color', 'obj_color', 'complete']","['pixel_color([(0, 3)], 3)', 'pixel_color([(2, 3)], 8)', 'obj_color(self.temp_state, object1, 0)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 3, 0], [0, 0, 0, 0, 0], [0, 0, 0, 8, 0]]"
172,aabf363d.json,"['obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object1, 2)', 'obj_color(self.temp_state, object2, 0)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 2, 2, 2, 2, 2, 0], [0, 0, 0, 2, 2, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0]]"
174,ae3edfdc.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color']","['pixel_color([(3, 10)], 3)', 'pixel_color([(2, 11)], 3)', 'pixel_color([(4, 11)], 3)', 'pixel_color([(6, 6)], 7)', 'pixel_color([(6, 4)], 7)', 'obj_color(self.temp_state, object7, 0)', 'obj_color(self.temp_state, object6, 0)', 'obj_color(self.temp_state, object4, 0)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)']",10,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 7, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
175,aedd82e4.json,"['obj_color', 'obj_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object2, 1)', 'obj_color(self.temp_state, object3, 1)', 'pixel_color([(2, 2)], 1)', 'complete(self.temp_state)']",4,TRUE,"[[2, 2, 0, 1], [0, 2, 0, 0], [0, 0, 1, 0], [1, 0, 0, 0], [0, 0, 2, 2]]"
176,af902bf9.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(6, 0), (6, 3)], 2)', 'horizontal_line(self.temp_state, [(7, 0), (7, 3)], 2)', 'horizontal_line(self.temp_state, [(1, 5), (1, 9)], 2)', 'horizontal_line(self.temp_state, [(2, 5), (2, 9)], 2)', 'horizontal_line(self.temp_state, [(3, 5), (3, 9)], 2)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 0, 0, 4, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 4, 0, 0, 0, 4], [4, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
177,b1948b0a.json,"['obj_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object1, 2)', 'pixel_color([(3, 1)], 2)', 'pixel_color([(1, 2)], 2)', 'pixel_color([(2, 3)], 2)', 'pixel_color([(3, 3)], 2)', 'pixel_color([(0, 3)], 2)', 'complete(self.temp_state)']",7,TRUE,"[[2, 7, 7, 2], [2, 7, 2, 7], [7, 7, 7, 2], [7, 2, 7, 2]]"
178,b230c067.json,"['obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object2, 1)', 'obj_color(self.temp_state, object4, 1)', 'obj_color(self.temp_state, object5, 1)', 'obj_color(self.temp_state, object6, 1)', 'obj_color(self.temp_state, object1, 2)', 'obj_color(self.temp_state, object3, 2)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 1, 1, 1, 0], [0, 0, 2, 0, 0, 0, 0, 0, 1, 0], [0, 2, 0, 0, 0, 0, 0, 1, 0, 0], [0, 2, 2, 2, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 0, 0, 0]]"
180,b2862040.json,"['obj_color', 'obj_color', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'complete']","['obj_color(self.temp_state, object3, 8)', 'obj_color(self.temp_state, object5, 8)', 'horizontal_line(self.temp_state, [(13, 3), (13, 8)], 9)', 'horizontal_line(self.temp_state, [(14, 3), (14, 8)], 9)', 'vertical_line(self.temp_state, [(2, 5), (5, 5)], 9)', 'vertical_line(self.temp_state, [(5, 6), (2, 6)], 9)', 'complete(self.temp_state)']",7,TRUE,"[[1, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 9, 9, 9], [9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 9, 1, 9, 9, 9], [9, 9, 9, 9, 8, 9, 9, 8, 9, 9, 9, 1, 9, 9, 9], [9, 9, 9, 9, 8, 9, 9, 8, 9, 9, 9, 1, 9, 9, 9], [9, 9, 9, 9, 8, 8, 8, 8, 9, 9, 9, 1, 9, 9, 1], [9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 1, 1, 1, 1], [1, 1, 1, 1, 9, 9, 9, 8, 9, 9, 9, 1, 9, 9, 1], [1, 9, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1], [1, 9, 9, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 1], [1, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], [9, 9, 9, 8, 8, 8, 8, 8, 8, 9, 9, 9, 1, 1, 9], [9, 9, 9, 8, 9, 9, 9, 9, 8, 9, 9, 9, 9, 1, 9], [9, 9, 9, 8, 9, 9, 9, 9, 8, 9, 9, 9, 9, 1, 9], [9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 1, 9]]"
182,b548a754.json,"['horizontal_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(1, 2), (1, 8)], 6)', 'vertical_line(self.temp_state, [(1, 3), (9, 3)], 6)', 'vertical_line(self.temp_state, [(1, 7), (9, 7)], 6)', 'vertical_line(self.temp_state, [(10, 4), (1, 4)], 4)', 'vertical_line(self.temp_state, [(1, 5), (10, 5)], 4)', 'vertical_line(self.temp_state, [(1, 6), (10, 6)], 4)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 4, 4, 4, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0]]"
185,b7249182.json,"['vertical_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'horizontal_line', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(10, 3), (16, 3)], 6)', 'horizontal_line(self.temp_state, [(10, 0), (10, 6)], 6)', 'pixel_color([(9, 1)], 6)', 'pixel_color([(9, 5)], 6)', 'horizontal_line(self.temp_state, [(7, 0), (7, 6)], 7)', 'vertical_line(self.temp_state, [(7, 3), (1, 3)], 7)', 'pixel_color([(8, 1)], 7)', 'pixel_color([(8, 5)], 7)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 7, 0, 0, 0, 0, 0], [0, 0, 0, 7, 0, 0, 0, 0, 0], [0, 0, 0, 7, 0, 0, 0, 0, 0], [0, 0, 0, 7, 0, 0, 0, 0, 0], [0, 0, 0, 7, 0, 0, 0, 0, 0], [0, 0, 0, 7, 0, 0, 0, 0, 0], [0, 7, 7, 7, 7, 7, 0, 0, 0], [0, 7, 0, 0, 0, 7, 0, 0, 0], [0, 6, 0, 0, 0, 6, 0, 0, 0], [0, 6, 6, 6, 6, 6, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]"
189,b8cdaf2b.json,"['diagonal_line', 'diagonal_line', 'pixel_color', 'pixel_color', 'complete']","['diagonal_line(self.temp_state, [(7, 3), (4, 0)], 2)', 'diagonal_line(self.temp_state, [(7, 5), (4, 8)], 2)', 'pixel_color([(4, 8)], 2)', 'pixel_color([(4, 0)], 2)', 'complete(self.temp_state)']",5,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 2], [0, 2, 0, 0, 0, 0, 0, 2, 0], [0, 0, 2, 0, 0, 0, 2, 0, 0], [0, 0, 0, 8, 8, 8, 0, 0, 0], [8, 8, 8, 2, 2, 2, 8, 8, 8]]"
191,ba97ae07.json,"['horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(2, 4), (2, 1)], 5)', 'horizontal_line(self.temp_state, [(3, 1), (3, 4)], 5)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0], [5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5], [0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0], [0, 0, 4, 4, 0, 0]]"
192,bb43febb.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(1, 0), (1, 5)], 2)', 'horizontal_line(self.temp_state, [(5, 3), (5, 9)], 2)', 'horizontal_line(self.temp_state, [(6, 3), (6, 9)], 2)', 'horizontal_line(self.temp_state, [(7, 3), (7, 9)], 2)', 'horizontal_line(self.temp_state, [(8, 3), (8, 9)], 2)', 'complete(self.temp_state)']",6,TRUE,"[[5, 5, 5, 5, 5, 5, 0, 0, 0, 0], [5, 2, 2, 2, 2, 5, 0, 0, 0, 0], [5, 5, 5, 5, 5, 5, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 5, 5, 5, 5, 5, 5], [0, 0, 0, 5, 2, 2, 2, 2, 2, 5], [0, 0, 0, 5, 2, 2, 2, 2, 2, 5], [0, 0, 0, 5, 2, 2, 2, 2, 2, 5], [0, 0, 0, 5, 2, 2, 2, 2, 2, 5], [0, 0, 0, 5, 5, 5, 5, 5, 5, 5]]"
